"","Time","Name","Instructor","Location"
"Monday, 17 February 2025","18:30 - 19:30","BODYPUMP","ALYSSA","WOLLONGONG"
"Monday, 17 February 2025","18:30 - 19:20","REFORMER BEGINNER","VIEN","PYRMONT"
"Monday, 17 February 2025","18:30 - 19:25","BODYBALANCE","STEPH","CONDER"
"Monday, 17 February 2025","18:30 - 19:30","LIME CIRCUIT","LAUREN","SUNNYBANK HILLS (HEALTHWORKS)"
"Monday, 17 February 2025","18:30 - 19:15","BODYPUMP","ROBYN","BLACKTOWN"
"Monday, 17 February 2025","18:30 - 19:30","H.I.R.T","ELLE","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","18:30 - 19:30","BODYPUMP","MICHAEL","PENRITH - MULGOA ROAD"
"Monday, 17 February 2025","18:30 - 19:30","GENTLE FLOW YOGA","JEN","BROADBEACH"
"Monday, 17 February 2025","18:30 - 19:25","BODYBALANCE","GWEN","COOLALINGA (IFITNESS 247)"
"Monday, 17 February 2025","18:30 - 19:00","STRENGTH","RACHEL","PORT KENNEDY"
"Monday, 17 February 2025","18:30 - 19:15","LIME ABT","JULIE","MANDURAH"
"Monday, 17 February 2025","18:30 - 19:25","ZUMBA","LAURA","KENNEDY PARK"
"Monday, 17 February 2025","18:30 - 19:30","YOGA","SHERI","CLARKSON"
"Monday, 17 February 2025","18:35 - 19:05","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Monday, 17 February 2025","18:45 - 19:30","ZUMBA","SHIRLEY G","ANU"
"Monday, 17 February 2025","18:45 - 19:45","ZUMBA","SARAH","CISAC LADIES ONLY"
"Monday, 17 February 2025","18:45 - 19:15","LIME CIRCUIT","KEELIN","ROUSE HILL"
"Monday, 17 February 2025","18:45 - 19:15","CYCLE 30","HAYLEY","UPWEY"
"Monday, 17 February 2025","19:00 - 20:00","BODYBALANCE","FIONA","GOLD CREEK COUNTRY CLUB"
"Monday, 17 February 2025","19:00 - 19:45","BODYBALANCE","JANE","CAMPBELLTOWN"
"Monday, 17 February 2025","19:00 - 20:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","19:00 - 20:00","NO GI BJJ","KHAREM","PENRITH - MULGOA ROAD"
"Monday, 17 February 2025","19:00 - 20:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Monday, 17 February 2025","19:00 - 19:45","LIME CONDITION","HUGH","OAKLEIGH"
"Monday, 17 February 2025","19:00 - 19:45","MAT PILATES","TAMARA","BUTLER"
"Monday, 17 February 2025","19:00 - 19:45","VINYASA YOGA","CHRISSIE","WANNEROO"
"Monday, 17 February 2025","19:15 - 20:00","YOGA FLOW YIN","LEA","WILLIAMSTOWN"
"Monday, 17 February 2025","19:20 - 20:05","BODYATTACK","IVAN","BLACKTOWN"
"Monday, 17 February 2025","19:30 - 20:25","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Monday, 17 February 2025","19:30 - 20:30","GENTLE FLOW YOGA","YVONNE","GUNGAHLIN PLATINUM"
"Monday, 17 February 2025","19:30 - 20:30","PILATES","MIKEY","FIVE DOCK"
"Monday, 17 February 2025","19:30 - 20:15","AQUA","JAYDE","CISAC LADIES ONLY"
"Monday, 17 February 2025","19:30 - 20:30","BODYPUMP","HAYLEY","UPWEY"
"Monday, 17 February 2025","19:30 - 20:30","BODYBALANCE","JESS","SUNNYBANK HILLS (HEALTHWORKS)"
"Monday, 17 February 2025","19:30 - 20:30","GENTLE FLOW YOGA","CYNTHIA","PENRITH - MULGOA ROAD"
"Monday, 17 February 2025","19:30 - 20:15","AQUA","JAYDE","BELCONNEN (CISAC PLATINUM)"
"Monday, 17 February 2025","20:00 - 21:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","20:30 - 21:00","VIRTUAL GRIT SERIES","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Monday, 17 February 2025","21:00 - 22:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Monday, 17 February 2025","21:30 - 22:15","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Monday, 17 February 2025","22:00 - 23:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","05:00 - 06:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","05:00 - 05:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Tuesday, 18 February 2025","05:15 - 06:00","STRENGTH","DANIEL","HIIT REPUBLIC REDCLIFFE"
"Tuesday, 18 February 2025","05:25 - 06:10","TIME CAP","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","LEAH","HIIT REPUBLIC TUGGERANONG"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","SAM","HIIT REPUBLIC KINGSTON"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","MAX","HIIT REPUBLIC QUEANBEYAN"
"Tuesday, 18 February 2025","05:30 - 06:15","BLEND","TAHLIA","HIIT REPUBLIC MITCHELL"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","NICK","HIIT REPUBLIC BRADDON"
"Tuesday, 18 February 2025","05:30 - 06:15","LIME CONDITION","CHARLOTTE","REDCLIFFE"
"Tuesday, 18 February 2025","05:30 - 06:15","REFORMER PILATES","VICKY","TENERIFFE"
"Tuesday, 18 February 2025","05:30 - 06:00","LIME LIFT","IZZY","DEAGON"
"Tuesday, 18 February 2025","05:30 - 06:15","TIME CAP","NIDAHL","HIIT REPUBLIC ERINDALE"
"Tuesday, 18 February 2025","05:30 - 06:15","HYBRID","FIONA","HIIT REPUBLIC CISAC"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","JONATHON","HIIT REPUBLIC GOULBURN"
"Tuesday, 18 February 2025","05:30 - 06:15","HYBRID","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","LUKE","HIIT REPUBLIC WESTON"
"Tuesday, 18 February 2025","05:30 - 06:15","EMOM","DIEGO","HIIT REPUBLIC CORRIMAL"
"Tuesday, 18 February 2025","05:30 - 06:15","TIME CAP","ASHLEY","HIIT REPUBLIC WODEN"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","LOUISE","HIIT REPUBLIC YAMANTO"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","JACK","HIIT REPUBLIC SHELLHARBOUR"
"Tuesday, 18 February 2025","05:30 - 06:15","STRENGTH","KARL","HIIT REPUBLIC COBURG"
"Tuesday, 18 February 2025","05:30 - 06:30","LIME CIRCUIT","GEOFF","SUNNYBANK HILLS (HEALTHWORKS)"
"Tuesday, 18 February 2025","05:30 - 06:30","LIME CIRCUIT","GEORGIA","PENRITH - MULGOA ROAD"
"Tuesday, 18 February 2025","05:30 - 06:30","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Tuesday, 18 February 2025","05:30 - 06:30","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Tuesday, 18 February 2025","05:30 - 06:25","BODYPUMP","LIZ","KENNEDY PARK"
"Tuesday, 18 February 2025","05:30 - 06:30","LIME CONDITION","MONIQUE BARLOW","COOLALINGA (IFITNESS 247)"
"Tuesday, 18 February 2025","05:30 - 06:00","S-CONNECT GRAVITY","LEILANE","WANNEROO"
"Tuesday, 18 February 2025","05:30 - 06:15","LIME CIRCUIT","KATE","CAMPBELLTOWN"
"Tuesday, 18 February 2025","05:45 - 06:30","FREESTYLE SPIN","SHERRY","BELCONNEN (CISAC PLATINUM)"
"Tuesday, 18 February 2025","05:45 - 06:15","GRIT STRENGTH","ANICA","GUNGAHLIN PLATINUM"
"Tuesday, 18 February 2025","05:45 - 06:15","METAFIT","EMMA","CISAC LADIES ONLY"
"Tuesday, 18 February 2025","05:45 - 06:45","LIFT LB","GUS","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","05:45 - 06:15","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Tuesday, 18 February 2025","05:45 - 06:30","SPIN","NICKY","MANDURAH"
"Tuesday, 18 February 2025","05:55 - 06:40","RPM","ANNE-MAREE","WAGGA WAGGA"
"Tuesday, 18 February 2025","06:00 - 07:00","BODYATTACK","DAMIEN","BELCONNEN (CISAC PLATINUM)"
"Tuesday, 18 February 2025","06:00 - 06:55","BODYPUMP","CARRIE","KINGSTON"
"Tuesday, 18 February 2025","06:00 - 06:55","BODYPUMP","CLARE","TUGGERANONG"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","NICOLE","GOLD CREEK COUNTRY CLUB"
"Tuesday, 18 February 2025","06:00 - 06:45","RPM","KIRSTY","GUNGAHLIN PLATINUM"
"Tuesday, 18 February 2025","06:00 - 06:30","GRIT","THERESE","WAGGA WAGGA"
"Tuesday, 18 February 2025","06:00 - 06:45","BODYPUMP","LAUREN","QUEANBEYAN"
"Tuesday, 18 February 2025","06:00 - 06:45","BODYPUMP","KATE","MAWSON"
"Tuesday, 18 February 2025","06:00 - 07:00","SPIN","STACEY","MOOLOOLABA"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","LAURA","MALVERN"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","JO","BELCONNEN (CISAC PLATINUM)"
"Tuesday, 18 February 2025","06:00 - 06:45","BODYBALANCE","JANE","CONDER"
"Tuesday, 18 February 2025","06:00 - 06:30","LES MILLS SPRINT","ANTHONY","LAVINGTON"
"Tuesday, 18 February 2025","06:00 - 07:00","BODYPUMP","JESS","TOORMINA"
"Tuesday, 18 February 2025","06:00 - 06:50","REFORMER PILATES","DEE","FIVE DOCK"
"Tuesday, 18 February 2025","06:00 - 06:45","REFORMER - INTERMEDIATE","ETAIZE","PARKDALE"
"Tuesday, 18 February 2025","06:00 - 06:45","REFORMER PILATES","KELSIE","SCORESBY"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME LIFT","KATA","SCORESBY"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","ANDREW","FIVE DOCK"
"Tuesday, 18 February 2025","06:00 - 06:45","REFORMER - INTERMEDIATE","BROOKE","MULGRAVE"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","SAM","NOOSAVILLE"
"Tuesday, 18 February 2025","06:00 - 07:00","GENTLE FLOW YOGA","TIINA","MOONEE BEACH"
"Tuesday, 18 February 2025","06:00 - 06:45","HOT PILATES","KYLIE","UPWEY"
"Tuesday, 18 February 2025","06:00 - 06:45","RPM","ALAN","TENERIFFE"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME BOX","ANGELA","SIPPY DOWNS"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME LIFT","DANI","UPWEY"
"Tuesday, 18 February 2025","06:00 - 07:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","06:00 - 06:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CONDITION","TINA","BROADBEACH"
"Tuesday, 18 February 2025","06:00 - 06:55","BODYPUMP","JODY","MANDURAH"
"Tuesday, 18 February 2025","06:00 - 06:45","BODYPUMP XP","NICOLE","MENTONE"
"Tuesday, 18 February 2025","06:00 - 06:45","MAT PILATES","SUE","BUTLER"
"Tuesday, 18 February 2025","06:00 - 06:45","REFORMER PILATES","AMANDA","CLARKSON"
"Tuesday, 18 February 2025","06:00 - 06:45","REFORMER PILATES","JAIME","WANNEROO"
"Tuesday, 18 February 2025","06:00 - 06:45","LIME CIRCUIT","NELLIE","ALBION PARK"
"Tuesday, 18 February 2025","06:00 - 06:45","RPM","SHARON","BUTLER"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","LEAH","HIIT REPUBLIC TUGGERANONG"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","SAM","HIIT REPUBLIC KINGSTON"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","MAX","HIIT REPUBLIC QUEANBEYAN"
"Tuesday, 18 February 2025","06:15 - 07:00","BLEND","TAHLIA","HIIT REPUBLIC MITCHELL"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","NICK","HIIT REPUBLIC BRADDON"
"Tuesday, 18 February 2025","06:15 - 07:00","TIME CAP","NIDAHL","HIIT REPUBLIC ERINDALE"
"Tuesday, 18 February 2025","06:15 - 07:00","HYBRID","FIONA","HIIT REPUBLIC CISAC"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","JONATHON","HIIT REPUBLIC GOULBURN"
"Tuesday, 18 February 2025","06:15 - 07:00","TIME CAP","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Tuesday, 18 February 2025","06:15 - 07:00","HYBRID","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","LUKE","HIIT REPUBLIC WESTON"
"Tuesday, 18 February 2025","06:15 - 07:00","EMOM","DIEGO","HIIT REPUBLIC CORRIMAL"
"Tuesday, 18 February 2025","06:15 - 07:00","TIME CAP","ASHLEY","HIIT REPUBLIC WODEN"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","LOUISE","HIIT REPUBLIC YAMANTO"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","JACK","HIIT REPUBLIC SHELLHARBOUR"
"Tuesday, 18 February 2025","06:15 - 07:00","LIME CIRCUIT","DAVEIDA","WOLLONGONG"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","DANIEL","HIIT REPUBLIC REDCLIFFE"
"Tuesday, 18 February 2025","06:15 - 07:00","STRENGTH","KARL","HIIT REPUBLIC COBURG"
"Tuesday, 18 February 2025","06:15 - 07:00","REFORMER","ANGELA","WILLIAMSTOWN"
"Tuesday, 18 February 2025","06:30 - 07:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Tuesday, 18 February 2025","06:30 - 07:00","S-CONNECT ABSOGLUTELY","SEAN","KINGS SQUARE"
"Tuesday, 18 February 2025","06:45 - 07:45","LIFT LB","GUS","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","07:00 - 07:45","STRENGTH","NICK","HIIT REPUBLIC BRADDON"
"Tuesday, 18 February 2025","07:00 - 07:30","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TENERIFFE"
"Tuesday, 18 February 2025","07:00 - 07:45","STRENGTH","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Tuesday, 18 February 2025","07:00 - 07:50","REFORMER PILATES","DEE","FIVE DOCK"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER PILATES","KYLIE","UPWEY"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER PILATES","ETAIZE","PARKDALE"
"Tuesday, 18 February 2025","07:00 - 07:45","LIME LIFT","KATA","SCORESBY"
"Tuesday, 18 February 2025","07:00 - 07:45","LIME LIFT","BEN","OAKLEIGH"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER PILATES","BROOKE","MULGRAVE"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER - INTERMEDIATE","KELSIE","SCORESBY"
"Tuesday, 18 February 2025","07:00 - 08:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","07:00 - 07:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Tuesday, 18 February 2025","07:00 - 07:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Tuesday, 18 February 2025","07:00 - 07:45","LIME LIFT","DANI","UPWEY"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER","ANGELA","WILLIAMSTOWN"
"Tuesday, 18 February 2025","07:00 - 07:45","REFORMER PILATES","JAIME","WANNEROO"
"Tuesday, 18 February 2025","07:00 - 07:45","LIME CIRCUIT","NELLIE","ALBION PARK"
"Tuesday, 18 February 2025","07:00 - 08:00","REFORMER PILATES","AMANDA","CLARKSON"
"Tuesday, 18 February 2025","07:15 - 08:00","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Tuesday, 18 February 2025","07:15 - 08:00","LIME CONDITION","AUSTIN","NORMAN PARK (ACTIVE LIFE)"
"Tuesday, 18 February 2025","07:30 - 08:15","LES MILLS SHAPES","TINA","ANU"
"Tuesday, 18 February 2025","07:30 - 08:00","LIME LADIES","SARA","ASPLEY"
"Tuesday, 18 February 2025","07:30 - 08:00","VIRTUAL RPM","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Tuesday, 18 February 2025","07:30 - 08:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Tuesday, 18 February 2025","07:30 - 08:15","REFORMER PILATES","SEVERINE","TENERIFFE"
"Tuesday, 18 February 2025","08:00 - 08:45","HI/LO AEROBICS","WENDY","CLEVELAND"
"Tuesday, 18 February 2025","08:00 - 09:00","LIME ACTIVE LIFE","KIM","TOORMINA"
"Tuesday, 18 February 2025","08:00 - 08:45","REFORMER - INTERMEDIATE","BRIDGET","UPWEY"
"Tuesday, 18 February 2025","08:00 - 09:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","08:00 - 08:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Tuesday, 18 February 2025","08:00 - 08:30","VIRTUAL GRIT STRENGTH","VIRTUAL INSTRUCTOR","LAVINGTON"
"Tuesday, 18 February 2025","08:15 - 09:00","LIME LIFT","JAVIER","NORMAN PARK (ACTIVE LIFE)"
"Tuesday, 18 February 2025","08:15 - 09:00","LIME ACTIVE LIFE","CHELSEA","MENTONE"
"Tuesday, 18 February 2025","08:30 - 09:20","REFORMER PILATES","DEE","FIVE DOCK"
"Tuesday, 18 February 2025","08:30 - 09:15","REFORMER PILATES","SEVERINE","TENERIFFE"
"Tuesday, 18 February 2025","08:30 - 09:00","LIME CIRCUIT","REECE","MOOLOOLABA"
"Tuesday, 18 February 2025","08:30 - 09:15","LIME ACTIVE LIFE","BRIDIE","GOULBURN - LANSDOWNE STREET"
"Tuesday, 18 February 2025","08:30 - 09:15","SPIN","JANE","MALVERN"
"Tuesday, 18 February 2025","08:30 - 09:30","MAT PILATES","CHRISSIE","CLARKSON"
"Tuesday, 18 February 2025","08:30 - 09:15","REFORMER PILATES","GILLIAN","CLARKSON"
"Tuesday, 18 February 2025","08:30 - 09:15","REFORMER PILATES","JAIME","WANNEROO"
"Tuesday, 18 February 2025","08:45 - 09:30","LIME CIRCUIT","ASH","SIPPY DOWNS"
"Tuesday, 18 February 2025","09:00 - 09:45","PILATES","BROOKE","CLEVELAND"
"Tuesday, 18 February 2025","09:00 - 09:30","LIME ABT","IZZY","DEAGON"
"Tuesday, 18 February 2025","09:00 - 09:45","REFORMER - INTERMEDIATE","ETAIZE","PARKDALE"
"Tuesday, 18 February 2025","09:00 - 09:45","REFORMER PILATES","BROOKE","MULGRAVE"
"Tuesday, 18 February 2025","09:00 - 09:45","LIME LIFT","LACHLAN","NOOSAVILLE"
"Tuesday, 18 February 2025","09:00 - 10:00","GENTLE FLOW YOGA","HEIDI","REDCLIFFE"
"Tuesday, 18 February 2025","09:00 - 10:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","09:00 - 10:45","CRECHE UNDER 13 MONTHS","OLIVIA","QUEANBEYAN"
"Tuesday, 18 February 2025","09:00 - 10:45","CRECHE 1 TO 10 YEARS","OLIVIA","QUEANBEYAN"
"Tuesday, 18 February 2025","09:00 - 09:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Tuesday, 18 February 2025","09:00 - 09:45","LIME CORE","JENNA","BROADBEACH"
"Tuesday, 18 February 2025","09:00 - 10:00","BODYPUMP","PAM","PALMERSTON (IFITNESS 247)"
"Tuesday, 18 February 2025","09:00 - 09:50","REFORMER PILATES","AMY","MENTONE"
"Tuesday, 18 February 2025","09:00 - 09:30","S-CONNECT BATTLEBOX","TAMARA","BUTLER"
"Tuesday, 18 February 2025","09:00 - 09:30","S-CONNECT BIG RIG","IRENE","CLARKSON"
"Tuesday, 18 February 2025","09:00 - 09:45","BODYPUMP","ALI","WANNEROO"
"Tuesday, 18 February 2025","09:00 - 09:45","BEATS RHYTHM CYCLE","HOLLY","WANNEROO"
"Tuesday, 18 February 2025","09:00 - 09:45","REFORMER PILATES","JENNA","BUTLER"
"Tuesday, 18 February 2025","09:15 - 10:15","BODYPUMP","ANG","MOOLOOLABA"
"Tuesday, 18 February 2025","09:15 - 10:00","REFORMER PILATES","KELSIE","SCORESBY"
"Tuesday, 18 February 2025","09:15 - 10:00","STRENGTH","HEIDI","HIIT REPUBLIC SHELLHARBOUR"
"Tuesday, 18 February 2025","09:15 - 10:00","BOOTCAMP","DAVEIDA","WOLLONGONG"
"Tuesday, 18 February 2025","09:15 - 10:00","LIME CIRCUIT","GEORGIA","PENRITH - MULGOA ROAD"
"Tuesday, 18 February 2025","09:15 - 10:15","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Tuesday, 18 February 2025","09:15 - 10:10","LIME BOX","RACHEL","PORT KENNEDY"
"Tuesday, 18 February 2025","09:15 - 09:45","STRENGTH","RACHEL","PORT KENNEDY"
"Tuesday, 18 February 2025","09:15 - 10:15","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Tuesday, 18 February 2025","09:15 - 10:10","XTREME HIP HOP","","MANDURAH"
"Tuesday, 18 February 2025","09:15 - 10:00","BODYCOMBAT","ZONA","WILLIAMSTOWN"
"Tuesday, 18 February 2025","09:15 - 10:00","REFORMER","SHUBHRA","WILLIAMSTOWN"
"Tuesday, 18 February 2025","09:15 - 10:00","REFORMER PILATES","JAIME","WANNEROO"
"Tuesday, 18 February 2025","09:15 - 10:00","REFORMER","MIM","OAKLEIGH"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYPUMP","TINA","CISAC LADIES ONLY"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYBALANCE","TONI","BELCONNEN (OATLEY COURT)"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME CIRCUIT","AARON","GOULBURN - LANSDOWNE STREET"
"Tuesday, 18 February 2025","09:30 - 10:25","BODYBALANCE","JANE","TUGGERANONG"
"Tuesday, 18 February 2025","09:30 - 10:15","STRENGTH","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYSTEP","TASH","WAGGA WAGGA"
"Tuesday, 18 February 2025","09:30 - 10:30","GENTLE FLOW YOGA","CANDICE","TENERIFFE"
"Tuesday, 18 February 2025","09:30 - 10:15","TIME CAP","NIDAHL","HIIT REPUBLIC ERINDALE"
"Tuesday, 18 February 2025","09:30 - 10:30","ZUMBA","MINDY","BELCONNEN (CISAC PLATINUM)"
"Tuesday, 18 February 2025","09:30 - 10:15","RPM","JENNY","GUNGAHLIN PLATINUM"
"Tuesday, 18 February 2025","09:30 - 10:25","LIME CIRCUIT","IRENE","MAWSON"
"Tuesday, 18 February 2025","09:30 - 10:15","STRENGTH – PARENTS & BUBS","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME CIRCUIT","CARLA","FIVE DOCK"
"Tuesday, 18 February 2025","09:30 - 10:15","STRENGTH","JONATHON","HIIT REPUBLIC GOULBURN"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME ABT","KATY","IPSWICH"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYPUMP","COURTNEY","MOONEE BEACH"
"Tuesday, 18 February 2025","09:30 - 10:15","REFORMER PILATES","BRIDGET","UPWEY"
"Tuesday, 18 February 2025","09:30 - 10:30","POWER","TRISH","UPWEY"
"Tuesday, 18 February 2025","09:30 - 10:15","STRENGTH","HIIT REPUBLIC","HIIT REPUBLIC YAMANTO"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME LIFT","ASJAD","GREGORY HILLS (LIVE WELL)"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME CIRCUIT","NELLIE","SHELLHARBOUR"
"Tuesday, 18 February 2025","09:30 - 10:15","EMOM","DIEGO","HIIT REPUBLIC CORRIMAL"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYPUMP","MIRIAM","SUNNYBANK HILLS (HEALTHWORKS)"
"Tuesday, 18 February 2025","09:30 - 10:20","REFORMER PILATES","DEE","FIVE DOCK"
"Tuesday, 18 February 2025","09:30 - 10:00","BODYATTACK","JASLEIGH","BLACKTOWN"
"Tuesday, 18 February 2025","09:30 - 10:30","LIFT LB","GUS","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYPUMP","JARROD","LAVINGTON"
"Tuesday, 18 February 2025","09:30 - 10:25","BODYBALANCE","GWEN","COOLALINGA (IFITNESS 247)"
"Tuesday, 18 February 2025","09:30 - 10:00","LIME ABT","VANESSA","KENNEDY PARK"
"Tuesday, 18 February 2025","09:30 - 10:15","HYBRID - PARENTS & BUBS","FIONA","HIIT REPUBLIC CISAC"
"Tuesday, 18 February 2025","09:30 - 10:25","BODYPUMP","ELOISE","MENTONE"
"Tuesday, 18 February 2025","09:30 - 10:15","LIME ABT","NICK","OAKLEIGH"
"Tuesday, 18 February 2025","09:30 - 10:15","RPM","SHONNA","BUTLER"
"Tuesday, 18 February 2025","09:30 - 10:15","S-CONNECT KICKASS","TAMARA","BUTLER"
"Tuesday, 18 February 2025","09:30 - 10:15","REFORMER PILATES","GILLIAN","CLARKSON"
"Tuesday, 18 February 2025","09:30 - 10:30","BODYPUMP","SAMANTHA","CLARKSON"
"Tuesday, 18 February 2025","10:00 - 11:00","MAT PILATES","LAURA","NOOSAVILLE"
"Tuesday, 18 February 2025","10:00 - 10:30","LES MILLS CORE","JASLEIGH","BLACKTOWN"
"Tuesday, 18 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Tuesday, 18 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Tuesday, 18 February 2025","10:00 - 11:00","LIME CONDITION","LOLA","REDCLIFFE"
"Tuesday, 18 February 2025","10:00 - 11:00","BODYBALANCE","MOE H","WOLLONGONG"
"Tuesday, 18 February 2025","10:00 - 10:45","LIME CONDITION","JENNA","BROADBEACH"
"Tuesday, 18 February 2025","10:00 - 11:00","YIN & MEDITATION","AMY","MENTONE"
"Tuesday, 18 February 2025","10:00 - 10:45","TABATA","ANNA R","WANNEROO"
"Tuesday, 18 February 2025","10:00 - 10:45","REFORMER PILATES","JENNA","BUTLER"
"Tuesday, 18 February 2025","10:15 - 11:15","VINYASA YOGA","CHER","MOOLOOLABA"
